,player_name,player_serve_win_ratio,player_return_win_ratio,player_bp_per_game,player_bp_conversion_ratio,player_game_win_ratio,player_point_win_ratio,player_clutch_factor,player_win_rank_weight,player_win_elo_weight,player_game_win_ratio_rank_weighted,player_point_win_ratio_rank_weighted,player_game_win_ratio_elo_weighted,player_point_win_ratio_elo_weighted,player_rank,player_log_rank,player_rank_points,player_log_rank_points,player_ht,player_old_elo
21,Denis Shapovalov,0.6870356408150233,0.3588994968139933,0.5496163431612967,0.3777861872195885,0.5445367649724442,0.5203210255621109,0.024215739410334124,0.40004627717177893,1.4556188034024558e-10,0.516600392412494,0.49495439295382176,7.200533178717557,3.9086802561686396,15.0,2.70805020110221,2050.0,7.6255950721324535,184.9861034924118,2456.397219280243
22,Diego Sebastian Schwartzman,0.6232423282665337,0.41061319955026854,0.7555331412868184,0.36984952598463655,0.5432540906365851,0.515629199559451,0.02762489107713531,0.3576296921564524,1.27304085648794e-10,0.5048374163575515,0.48138474168189926,42.878243426364406,32.986938164597355,14.0,2.6390573296152584,2125.0,7.661527081358517,170.0,2381.229764626146
23,Dominic Thiem,0.6820648442350673,0.3653026997463919,0.5047781029473252,0.4574241944690316,0.5440190866193378,0.5227051454450047,0.02131394117433403,0.5271941771770188,9.815647693513064e-10,0.4897744401948495,0.4718433028793388,74.00095129272516,71.21570916401694,5.0,1.6094379124341003,5025.0,8.522180732927277,185.0,2566.1332514877863
24,Dusan Lajovic,0.6158813823995605,0.34608159822302775,0.47999132811632894,0.4041452991452993,0.47198363769326984,0.4853707572504131,-0.013387119557141294,0.14016960505012246,4.4124871168919436e-10,0.4244090533339849,0.4396490939832761,3.0351459084445946,0.43392260810906436,34.0,3.5263605246161616,1286.0,7.1592919047975645,180.0,2220.570967801375
25,Egor Gerasimov,0.6664800549119393,0.3729708179214788,0.5837611690247715,0.3723947607350571,0.5416732392187771,0.5170165590476341,0.024656680171143985,0.18268703182267934,1.0775466599843792e-09,0.5183286687397561,0.5029229530651363,11.270780393924477,4.7914439581668855,100.0,4.605170185988092,561.0,6.329720905522696,184.9861034924118,2233.3833404303605
26,Fabio Fognini,0.6139696859037387,0.3692572525203074,0.617584688039234,0.3654416958561345,0.4771607580278499,0.4901489569605578,-0.012988198932706583,0.25268380942161084,8.939998542928124e-11,0.43019108077811163,0.43982570044520947,21.196884784694376,21.014885307759727,12.0,2.4849066497880004,2290.0,7.736307096548285,178.0,2364.336111987437
27,Federico Delbonis,0.6016850303033723,0.35889552947832287,0.5648862575333183,0.5250915750915756,0.471780657290399,0.4805627431058323,-0.008782085815429228,0.15657263196368396,5.27532264161908e-11,0.4840467441715374,0.4931437754448826,-34.56485646263062,-36.024577499062964,77.0,4.343805421853684,699.0,6.54965074223381,190.0,2202.342866357868
28,Feliciano Lopez,0.6526223601932167,0.31582248424680687,0.4039892534551802,0.31268595879824174,0.4789299919642713,0.48507349506670244,-0.006143503102429754,0.2065519879313543,4.1549344203337667e-10,0.47676997016581535,0.48413954113761076,3.5275797151497144,2.5544599308479503,62.0,4.127134385045092,888.0,6.78897174299217,188.0,2276.5005203484666
29,Felix Auger Aliassime,0.6533593949622094,0.3456194287421401,0.45024440251422404,0.4283723522853959,0.5008254383372759,0.4996494743643244,0.0011759639729526504,0.3355390807701758,7.692016463911041e-11,0.4875494491884199,0.48446396386178986,2.0500801064982763,3.6063561023034567,21.0,3.044522437723423,1636.0,7.400009517162692,184.9861034924118,2335.8741640048165
30,Fernando Verdasco,0.6488789839883292,0.35069884101526333,0.5736636180219074,0.3884740259740261,0.5204018157715119,0.5045631434674804,0.015838672304032467,0.1845721245273921,5.69261406868529e-10,0.46227016786726305,0.4551177639491933,28.07857151299381,19.76068823428411,49.0,3.8918202981106265,1025.0,6.932447891572509,188.0,2291.5189029841385
31,Filip Krajinovic,0.643012601536604,0.3805203415286408,0.6214179611238438,0.43524955436720164,0.5242187309279445,0.5112844962561853,0.012934234671760105,0.339595781872999,3.440783949755653e-10,0.5199904276016489,0.50844773036618,19.450289052481065,17.60925968175043,40.0,3.6888794541139363,1148.0,7.045776576879511,185.0,2378.115523303032
32,Francis Tiafoe,0.6481746539956754,0.3612608612472923,0.5516843752954871,0.364862914862915,0.5104966524948272,0.5044033855060118,0.006093266988816593,0.23599693152233406,7.759130360746836e-11,0.4914768048051666,0.48693107814078235,-18.59133909730848,-19.587178070774446,46.0,3.828641396489095,1085.0,6.98933526597456,184.9861034924118,2260.3122974424555
33,Gael Monfils,0.6467661004526521,0.3836877212045049,0.6668243858916088,0.40122465081458697,0.5556917743405985,0.518766047395122,0.036925726945477126,0.3806351023863786,1.6571906531942817e-10,0.5141591107761205,0.48112038963375964,55.79300427433366,49.54133017066763,10.0,2.302585092994046,2530.0,7.835974581721566,193.0,2389.0860313807348
34,Gilles Simon,0.6103007386369217,0.37721777935299367,0.5818148865023872,0.4061255411255413,0.473017260596636,0.4891022845490031,-0.016085023952365735,0.17039589149065004,1.3032568927648353e-10,0.44485091865742254,0.46231566883148095,-4.308962645351685,-7.954971565223107,53.0,3.970291913552122,990.0,6.897704943128636,183.0,2259.45772210774
35,Gregoire Barrere,0.64876045351822,0.38805824098833946,0.6006427699284846,0.4370891013748159,0.5413942654213935,0.5188982178823723,0.02249604753902223,0.13624518917695136,1.6471325803703225e-09,0.4760079047658227,0.46240694314090813,23.6746555656379,18.977000121909768,84.0,4.430816798843313,638.0,6.45833828334479,183.0,2198.762183474913
36,Grigor Dimitrov,0.6604336456261833,0.37406674714860294,0.5715521755991673,0.3971786032950819,0.524079901009931,0.5147593343034002,0.009320566706532482,0.34342791376328513,7.217185393143073e-11,0.5176663942725387,0.5086655417261018,8.621293926394605,7.818714723684035,27.0,3.295836866004329,1477.0,7.29776828253138,188.0,2383.058603957547
37,Guido Pella,0.6350319793969822,0.3450290997249162,0.5547459115736435,0.34388376174090485,0.48315780575660333,0.4927076870096239,-0.009549881253018791,0.2497199906605251,1.1020515138788762e-10,0.4507911078803802,0.4610662915162227,8.974976840551752,7.1290839002364645,25.0,3.2188758248682006,1530.0,7.333023014386481,185.0,2294.975437209723
38,Hubert Hurkacz,0.6538723818219848,0.3540056768759894,0.5241130536130542,0.3519516990945564,0.5148552567939174,0.5071424867096144,0.007712770084303986,0.33007844759964244,2.2507279779149515e-10,0.5060107433147388,0.5017735406415905,-12.255982441755052,-14.905041451968325,37.0,3.6109179126442243,1198.0,7.088408778675395,184.9861034924118,2310.8238119809744
39,Hugo Dellien,0.5807625420827621,0.3777458639230911,0.6239193674811911,0.366720553152381,0.5309764796606863,0.48768288449684044,0.04329359516385022,0.06888962273573468,6.791749566383944e-08,0.3726478949687082,0.3835138168039651,115.08883047258313,56.11316241824999,78.0,4.356708826689592,693.0,6.541029999189903,184.9861034924118,2165.7094277802166
40,Jack Sock,0.6000998752643864,0.3281964495199748,0.3280313640607788,0.5555555555555566,0.41947300011815764,0.4646015199299278,-0.04512851981176578,0.0,2.6469779601696886e-23,0.4243416134347682,0.47083071753697153,41.831366970939314,46.762715754143464,253.0,5.53338948872752,180.0,5.19295685089021,185.0,2123.0642850717854
41,Jan Lennard Struff,0.6802283977507739,0.35313050003019675,0.5194434813829607,0.3496011157301483,0.5164859987976518,0.510862442711842,0.005623556085810762,0.30115251013844163,9.60222809220278e-11,0.5106678626156492,0.5066782733157023,3.448328211685147,1.4247543861612844,35.0,3.5553480614894135,1245.0,7.126890808898808,184.9861034924118,2330.638061265007
42,Jannik Sinner,0.6691403343407644,0.41329282783916704,0.7965870730576617,0.40347339691216666,0.5705627126100531,0.5353152288702724,0.035247483739781774,0.15505508798331108,4.635089910900568e-09,0.6417743235714485,0.5987616717245814,16.9750392069744,15.062790126009793,96.0,4.564348191467836,596.0,6.39024066706535,185.29831782390838,2275.364131809538
43,Jaume Munar,0.6477267204576956,0.3810250620246968,0.5671031521963217,0.4025610244097656,0.4879671471649765,0.5100729957494485,-0.02210584858446726,0.07969947216201397,3.362567848512844e-10,0.45968114522388165,0.48270607394056586,-6.062480675896931,-8.71215653336036,96.0,4.564348191467836,568.0,6.342121418721152,184.9861034924118,2162.0705222883357
44,Jeremy Chardy,0.6691542208253459,0.3473415265272297,0.4511624319249005,0.4340180516651109,0.5295173850037166,0.5093310452998803,0.020186339703837722,0.26130045316180944,2.8284294106635e-10,0.5029904570158293,0.4857017169878375,8.926184726541932,5.674304859558494,65.0,4.174387269895637,885.0,6.785587645007929,188.0,2340.882334415901
45,Jo Wilfried Tsonga,0.7166435667844628,0.3650725109668649,0.46204403042638365,0.3972527472527476,0.5644791885692774,0.5367928986461667,0.027686289923111493,0.3380158843699931,8.555041874350739e-10,0.5444381648083079,0.5218593943950237,101.38297561172587,90.49176042221755,29.0,3.367295829986474,1410.0,7.251344983372214,188.0,2417.241730668245
46,Joao Sousa,0.6377880234290586,0.33492412418403783,0.44292694501819385,0.3192054472328134,0.4763874388418199,0.4870538352529428,-0.010666396411121458,0.16678372835429017,5.252731028550843e-09,0.44406906708642546,0.45925777063007167,-32.34173107199673,-34.539399343424456,64.0,4.1588830833596715,941.0,6.846943139585379,185.0,2153.3127242546875
47,John Isner,0.7502817992432846,0.2980007074521518,0.37519113798138604,0.2790954659375717,0.5291572440868532,0.5175634750598972,0.011593769026957086,0.36457181989307424,1.4849390033577567e-10,0.48244249653752536,0.4733133721580832,46.22399398599038,42.820157162157535,17.0,2.833213344056216,1850.0,7.52294091807237,206.0,2395.873398633301
48,John Millman,0.6419627708571527,0.39322633544121144,0.555974564881255,0.43764507845706313,0.5317378779402638,0.5175119680984366,0.014225909841828626,0.19671767916635402,1.563416186964276e-09,0.4898412848435402,0.4840498584870615,21.57022766831216,9.722872087669037,48.0,3.871201010907891,1026.0,6.933423025730715,183.0,2250.060851089057
49,Jordan Thompson,0.6481571754575225,0.3468662056801139,0.49937678742825864,0.44930555555555607,0.5087407616926417,0.5000811131389148,0.008659648553729013,0.2338034587915063,1.7944177007209102e-10,0.5020650012580167,0.4958396846266535,-20.573870587296465,-22.992679781746087,56.0,4.02535169073515,1008.0,6.915723448631314,184.9861034924118,2240.406137779245
50,Juan Ignacio Londero,0.6325648459633125,0.33366194204985056,0.46429746723864507,0.37118260527351554,0.458939994666447,0.4827578856658649,-0.02381789099941347,0.1902790510861662,1.9412074814220504e-11,0.44807067832848485,0.470829549664119,-67.27949599849582,-73.7864441202517,52.0,3.9512437185814275,1017.0,6.92461239604856,184.9861034924118,2214.857033841628
51,Juan Martin Del Potro,0.6913856960408823,0.3487506645401301,0.3666666666666716,0.5873015873015915,0.5730158730158604,0.5252029873422753,0.04781288567360126,0.3526537732695892,9.159722309478955e-11,0.5023794087937469,0.46013002996110847,191.80626130203737,176.44097131757522,4.0,1.3862943611198906,5060.0,8.52912176228151,198.0,2594.0927991444455
52,Kamil Majchrzak,0.6530747568107186,0.3846868306662655,0.543978460312132,0.4723984377128398,0.5306667981401958,0.5192000140938184,0.011466784046379179,0.10909106431835379,1.6754228650152202e-09,0.4608373403647582,0.45532674462985495,37.53247143393762,33.516342231048014,89.0,4.48863636973214,611.0,6.415096959171596,184.9861034924118,2161.649388547913
53,Karen Khachanov,0.6637994615539099,0.35612908850386504,0.4958799930228504,0.3731572629051624,0.4956324940120427,0.5013748788979712,-0.005742384885926687,0.2999168729378268,5.193644987810131e-10,0.4529607667751864,0.45889592538280743,40.02905987894168,39.025645724402025,17.0,2.833213344056216,1840.0,7.517520850603031,184.9861034924118,2374.7654115718437
54,Kei Nishikori,0.6313632375135657,0.4225653071602938,0.6525566345419292,0.5143037518037524,0.5440980690641397,0.5262706372582954,0.017827431805848514,0.24272464376260028,1.9370646364474247e-10,0.4730492568416601,0.45976405020791916,150.0086882396982,141.88914621933833,7.0,1.9459101490553132,4005.0,8.29529885950246,178.0,2474.533899795934
55,Kevin Anderson,0.6465104460756744,0.3475920906918408,0.39299242424242653,0.5267857142857166,0.4835662525879808,0.5001159468123368,-0.016549694224341563,0.41750354688050767,4.3627114127978675e-10,0.4417649585796386,0.46112060021922036,126.77010880247644,109.12065775765797,7.0,1.9459101490553132,4115.0,8.32239411311117,203.0,2496.6111474899353
56,Kyle Edmund,0.6811881059152716,0.36803173110139425,0.543960437710438,0.44308973589435807,0.5466958409653817,0.5227576945730309,0.023938146392352776,0.2904749404984421,1.6272380114401294e-10,0.511515889777271,0.49221770286368166,33.90884059455102,25.47078489659438,69.0,4.23410650459726,800.0,6.684611727667927,185.29831782390838,2301.6309258055257
57,Laslo Djere,0.5555447833839777,0.3330690438669959,0.3985042735042745,0.5200892857142867,0.39023610218420524,0.44828078818014827,-0.058044685995935506,0.051847863960195424,8.559229085155882e-11,0.378729213941313,0.43688147170290814,-17.056254616959148,-24.899111398113696,38.0,3.6375861597263857,1161.0,7.057036981697891,184.9861034924118,2201.4635837182814
58,Leonardo Mayer,0.6285182008574698,0.35201938055883075,0.4026575276575289,0.4891774891774905,0.5056969226009629,0.4995978636575889,0.006099058943384167,0.2364242598531788,1.4324688614624845e-10,0.5021543777438894,0.49708875715564366,-28.52255873497862,-29.79043341128747,95.0,4.553876891600541,555.0,6.318968113746434,188.0,2208.7093380794
59,Lloyd George Muirhead Harris,0.6630939980072408,0.35305173028502107,0.5010256322391267,0.4447292851038138,0.5187315959871133,0.508550561564295,0.010181034422819538,0.1432425696916652,2.22760477951925e-09,0.4507004189908951,0.4466558189034849,29.167220307326293,24.26778675062606,99.0,4.59511985013459,566.0,6.338594078203183,184.9861034924118,2187.790504954573
60,Lorenzo Sonego,0.6547857768076605,0.33361940974686777,0.5254742470140389,0.2524573465749945,0.4908937037671179,0.493409939801521,-0.0025162360343997593,0.1592483991468392,2.1450926450487404e-10,0.4829719461472955,0.48829373236245344,-5.792849631114727,-7.805935943485771,56.0,4.02535169073515,990.0,6.897704943128636,184.9861034924118,2270.1459532095673
61,Lucas Pouille,0.6339520733322448,0.3323901776198366,0.4579781018345255,0.3496897546897554,0.5016838995482253,0.4900744623377701,0.011609437210458215,0.24599886427542805,2.1767271114179786e-10,0.4606105346921806,0.4508528877879785,12.25278553545935,8.239361429184823,22.0,3.091042453358316,1600.0,7.3777589082278725,185.0,2341.3788026818293
62,Mackenzie Mcdonald,0.6514783290130765,0.3608617782486421,0.458996589066248,0.5097953216374278,0.5066139319399989,0.5070927974812611,-0.00047886554125927213,0.24878482223951784,5.531120439720419e-09,0.45356497092307313,0.461707044696297,35.258323936245624,27.032219382270384,60.0,4.0943445622221,848.0,6.742880635791903,184.9861034924118,2231.2084138487107
63,Marco Cecchinato,0.6347734820931803,0.31385184409888384,0.3461497689259866,0.2668863347768347,0.4432359307359267,0.47803176169945977,-0.03479583096352773,0.09645195658357766,6.029087023301368e-11,0.43612336835808524,0.470876396408134,-19.493296149095915,-22.274914055404977,69.0,4.23410650459726,845.0,6.739336627357174,184.9861034924118,2164.0232140143435
64,Marin Cilic,0.6581241397338865,0.33204300028954786,0.45975341157965816,0.4009139009139017,0.49752336669813607,0.4978909862577298,-0.0003676195595913682,0.25355524141245633,1.4567330656373913e-10,0.45879076587620765,0.46113062686368744,60.27169708427548,56.068877735522555,24.0,3.1780538303479458,1500.0,7.313220387090301,198.0,2398.910011774032
65,Marius Copil,0.6220961504726604,0.32267874617287845,0.38783611442837784,0.28468299460749835,0.4450194791666623,0.47597519501208535,-0.03095571584542076,0.13096332511946943,1.618591563916774e-09,0.4045441716394201,0.43655859670324176,-15.667618847506704,-18.689568778909692,82.0,4.406719247264253,664.0,6.498282149476434,193.0,2157.2019369146064
66,Martin Klizan,0.6029508458716352,0.3343812955902837,0.3963961038961033,0.4575000000000018,0.44742746193546656,0.4752508149725763,-0.0278233530371036,0.1009242131984632,2.4825044516264564e-10,0.42707917089965874,0.45957289059353246,19.968241483106492,9.511314054197367,90.0,4.499809670330265,604.0,6.403574197934815,190.0,2184.243666976412
67,Marton Fucsovics,0.6127949738488306,0.4053791318688929,0.6590065946551774,0.44146675893757004,0.5042014908163525,0.5066090456027561,-0.002407554786400711,0.2765971071849281,1.3117683995988305e-10,0.4982690386077565,0.5030029035613492,-8.621860470120883,-13.578914826647903,71.0,4.2626798770413155,790.0,6.672032945461067,184.9861034924118,2227.60412499895
68,Matteo Berrettini,0.6849325715379205,0.34294761052052103,0.4503330819507288,0.41266190236778527,0.5275222486289853,0.5115287710605996,0.015993477568387524,0.37753508638274513,9.449446212791033e-11,0.5014889808243138,0.4870745692882312,28.71328024116112,24.84900797682247,8.0,2.0794415416798357,2870.0,7.962067308753666,184.9861034924118,2462.782581537949
69,Matthew Ebden,0.5685662865863265,0.3119289561156282,0.30816267066267,0.3779761904761927,0.3997293241179068,0.447433185996599,-0.04770386187868655,0.030611073931012475,1.3956086017114915e-08,0.3494233019295199,0.38907480141703754,17.740815392510214,19.688021300846916,110.0,4.700480365792417,491.0,6.19644412779452,188.0,2126.3409185257315
70,Mikael Ymer,0.63523374996984,0.40049738349357844,0.6472716046066463,0.5050360638356541,0.5614417080244528,0.5211123206316817,0.04032938739277437,0.17727508387038068,1.9342595910670555e-09,0.4839704503743483,0.454751810028223,71.80293218820277,63.27515264743059,75.0,4.31748811353631,753.0,6.6240652277998935,184.9861034924118,2331.9048156026593
71,Mikhail Kukushkin,0.6372039744157375,0.3781144397231017,0.6752292188805344,0.3983630952380959,0.5283663298615753,0.5087745755166173,0.01959175434495989,0.24527380562455167,4.318174904331674e-10,0.48959242298779504,0.47602726862580813,29.697137875168316,22.861964802515715,67.0,4.204692619390966,816.0,6.704414354964107,183.0,2251.232454927588
72,Milos Raonic,0.7231286407833195,0.3427580960271282,0.46674858922835616,0.25307907053762957,0.5296490206458763,0.5254899125201508,0.00415910812572973,0.2365336157386136,1.9042895196254404e-10,0.46836415001838533,0.4658155566097879,81.23114281582978,78.98353899305727,32.0,3.4657359027997265,1350.0,7.2078598714324755,196.0,2405.3860008612346
73,Miomir Kecmanovic,0.6559458216100625,0.37284805836144036,0.5947666373791207,0.3433645083377711,0.5155860322805296,0.5096707992626232,0.005915233017908698,0.2272753629156487,5.862649919595639e-10,0.4940754656505817,0.4915370346609004,23.197130473440506,19.231951677031883,54.0,3.9889840465642745,1003.0,6.910750787961936,184.9861034924118,2241.5657997326884
74,Nick Kyrgios,0.7106882579753022,0.32174143103467845,0.41328217408534057,0.4172172912557538,0.5410003356829769,0.516108080460104,0.024892255222875748,0.41406263480415095,6.074115705096688e-10,0.5150924484911146,0.4921254486070812,72.88091559118604,68.30667121578367,30.0,3.4011973816621555,1395.0,7.240649694255466,193.0,2398.5610692342057
75,Nicolas Jarry,0.6081356564239443,0.29251946176164,0.27845429634222546,0.4166666666666689,0.4238398656671652,0.4594125585457554,-0.03557269287858376,0.12309699241317029,1.612491990427662e-10,0.4392124697620601,0.4782991150571922,-10.560867824309648,-16.079766862399197,77.0,4.343805421853684,695.0,6.543911845564792,184.9861034924118,2186.2320112176562
76,Nikoloz Basilashvili,0.6173269842946391,0.3747661507481457,0.5732342161357991,0.42745715822638997,0.49733882484625186,0.4971026512767866,0.00023617356946827573,0.30060236336160684,1.1129573031436773e-10,0.4574169221183499,0.4578349304231787,17.461578410463133,16.795287018816456,26.0,3.258096538021482,1485.0,7.3031700512368,185.0,2322.2110877703176
77,Novak Djokovic,0.7180850238028029,0.41791628727249464,0.6670962564804471,0.49507662476412545,0.6139896947166237,0.5608399847396315,0.05314970997699445,0.4724529651272905,1.4205918106985154e-10,0.5591573271774325,0.5114145382073305,241.00917068713514,218.69092019357632,2.0,0.6931471805599453,9145.0,9.120962560824966,188.0,2708.935619144033
78,Pablo Andujar,0.5738115454913153,0.3887588416428827,0.5563913599627874,0.42013888888889045,0.448392898145172,0.48141996081764477,-0.03302706267246775,0.22702215961315625,8.147459588444368e-11,0.4555495648962161,0.4905748095429696,-18.97755141938152,-22.74202926889774,60.0,4.0943445622221,955.0,6.86171134048073,180.0,2248.430004356001
79,Pablo Carreno Busta,0.6664692407284108,0.366153468424204,0.5744875265773093,0.39936551543694476,0.540065741236336,0.5172363252797995,0.0228294159565389,0.39456164783625164,3.0820638229390483e-10,0.5325336285972062,0.5124815566187314,21.95087272128003,15.752377619821578,27.0,3.295836866004329,1422.0,7.259819610363186,188.0,2373.3551294889826
